"Function","CPU Time: Total","CPU Time: Self","Instructions Retired: Total","Instructions Retired: Self","Microarchitecture Usage: Total","Microarchitecture Usage: Self","Module","Function (Full)","Source File","Start Address"
"_mm256_unpackhi_epi16","0","0","3200000","3200000","0","0","xavs2","_mm256_unpackhi_epi16","avx2intrin.h","0xec48b"
"_mm256_madd_epi16","0","0","20800000","20800000","1","1","xavs2","_mm256_madd_epi16","avx2intrin.h","0x110e3f"
"_mm_storel_epi64","0","0","1600000","1600000","0","0","xavs2","_mm_storel_epi64","emmintrin.h","0xceb65"
"_mm256_unpacklo_epi16","0","0","1600000","1600000","0","0","xavs2","_mm256_unpacklo_epi16","avx2intrin.h","0x105cf0"
"_mm256_srli_epi16","0","0","8000000","8000000","0","0","xavs2","_mm256_srli_epi16","avx2intrin.h","0x11b992"
"_mm256_unpackhi_epi64","0","0","1600000","1600000","0","0","xavs2","_mm256_unpackhi_epi64","avx2intrin.h","0xeed84"
"_mm256_permute2x128_si256","0","0","1600000","1600000","0","0","xavs2","_mm256_permute2x128_si256","avx2intrin.h","0xebe90"
"_mm_add_epi32","0","0","8000000","8000000","1","1","xavs2","_mm_add_epi32","emmintrin.h","0xce868"
"_mm256_unpackhi_epi16","0","0","3200000","3200000","0","0","xavs2","_mm256_unpackhi_epi16","avx2intrin.h","0x104805"
"_mm_packus_epi16","0","0","1600000","1600000","0","0","xavs2","_mm_packus_epi16","emmintrin.h","0x3fd5c"
"_mm256_mullo_epi32","0","0","6400000","6400000","1","1","xavs2","_mm256_mullo_epi32","avx2intrin.h","0xfaca1"
"_mm256_unpacklo_epi64","0","0","1600000","1600000","","","xavs2","_mm256_unpacklo_epi64","avx2intrin.h","0x103d10"
"_mm256_unpacklo_epi32","0","0","1600000","1600000","0","0","xavs2","_mm256_unpacklo_epi32","avx2intrin.h","0x10430a"
"bitstt_put_one_bit_and_remainder","0","0","4800000","4800000","0","0","xavs2","bitstt_put_one_bit_and_remainder","aec.c","0x5cc8b"
"_mm256_lddqu_si256","0","0","1600000","1600000","0","0","xavs2","_mm256_lddqu_si256","avxintrin.h","0x114805"
"_mm256_cvtepu8_epi16","0","0","0","0","1","1","xavs2","_mm256_cvtepu8_epi16","avx2intrin.h","0x11c885"
"_mm256_add_epi32","0","0","1600000","1600000","0","0","xavs2","_mm256_add_epi32","avx2intrin.h","0x10aca2"
"_mm256_unpacklo_epi64","0","0","1600000","1600000","0","0","xavs2","_mm256_unpacklo_epi64","avx2intrin.h","0x10400f"
"_mm256_add_epi32","0","0","1600000","1600000","0","0","xavs2","_mm256_add_epi32","avx2intrin.h","0xf491c"
"_mm256_permute2x128_si256","0","0","1600000","1600000","0","0","xavs2","_mm256_permute2x128_si256","avx2intrin.h","0xebba3"
"_mm256_cvtepu8_epi16","0","0","1600000","1600000","0","0","xavs2","_mm256_cvtepu8_epi16","avx2intrin.h","0x11c497"
"_mm256_unpacklo_epi32","0","0","0","0","0.937501","0.937501","xavs2","_mm256_unpacklo_epi32","avx2intrin.h","0x105607"
"_mm256_shuffle_epi8","0","0","3200000","3200000","0","0","xavs2","_mm256_shuffle_epi8","avx2intrin.h","0xf3d1b"
"_mm256_srai_epi16","0","0","4800000","4800000","0","0","xavs2","_mm256_srai_epi16","avx2intrin.h","0x10322b"
"_mm256_hadd_epi32","0","0","1600000","1600000","0","0","xavs2","_mm256_hadd_epi32","avx2intrin.h","0xf4b13"
"biari_encode_symbol_eq_prob_fastrdo","0","0","4800000","4800000","0","0","xavs2","biari_encode_symbol_eq_prob_fastrdo","aec_fastrdo.c","0x74a23"
"_mm_slli_epi16","0","0","0","0","1","1","xavs2","_mm_slli_epi16","emmintrin.h","0x3ed80"
"_mm256_unpackhi_epi64","0","0","3200000","3200000","0","0","xavs2","_mm256_unpackhi_epi64","avx2intrin.h","0x104322"
"_mm256_unpacklo_epi16","0","0","6400000","6400000","1","1","xavs2","_mm256_unpacklo_epi16","avx2intrin.h","0x10b9ab"
"_mm256_permute2x128_si256","0","0","1600000","1600000","0","0","xavs2","_mm256_permute2x128_si256","avx2intrin.h","0xeb4b2"
"_mm256_unpackhi_epi64","0","0","1600000","1600000","0","0","xavs2","_mm256_unpackhi_epi64","avx2intrin.h","0xee87d"
"_mm256_unpackhi_epi64","0","0","1600000","1600000","0","0","xavs2","_mm256_unpackhi_epi64","avx2intrin.h","0x104024"
"_mm_set_epi64x","0","0","1600000","1600000","1","1","xavs2","_mm_set_epi64x","emmintrin.h","0x3f76e"
"_mm256_srai_epi32","0","0","1600000","1600000","","","xavs2","_mm256_srai_epi32","avx2intrin.h","0x107ce7"
"_mm256_unpackhi_epi16","0","0","1600000","1600000","0","0","xavs2","_mm256_unpackhi_epi16","avx2intrin.h","0xeef76"
"_mm256_permute2x128_si256","0","0","1600000","1600000","0","0","xavs2","_mm256_permute2x128_si256","avx2intrin.h","0xecd99"
"_mm256_unpacklo_epi16","0","0","3200000","3200000","1","1","xavs2","_mm256_unpacklo_epi16","avx2intrin.h","0x10b6ad"
"_mm256_permute2f128_si256","0","0","6400000","6400000","1","1","xavs2","_mm256_permute2f128_si256","avxintrin.h","0xf9bc9"
"_mm256_unpacklo_epi16","0","0","3200000","3200000","0","0","xavs2","_mm256_unpacklo_epi16","avx2intrin.h","0x105d07"
"_mm256_add_epi32","0","0","4800000","4800000","0","0","xavs2","_mm256_add_epi32","avx2intrin.h","0xfa3c1"
"_mm256_lddqu_si256","0","0","3200000","3200000","0","0","xavs2","_mm256_lddqu_si256","avxintrin.h","0x1171f1"
"_mm256_hsub_epi16","0","0","1600000","1600000","0","0","xavs2","_mm256_hsub_epi16","avx2intrin.h","0xf471d"
"_mm256_mullo_epi32","0","0","1600000","1600000","0","0","xavs2","_mm256_mullo_epi32","avx2intrin.h","0xf71f2"
"_mm_add_epi16","0","0","1600000","1600000","0","0","xavs2","_mm_add_epi16","emmintrin.h","0x3f07f"
"_mm256_unpacklo_epi64","0","0","1600000","1600000","0","0","xavs2","_mm256_unpacklo_epi64","avx2intrin.h","0xeb8ae"
"_mm256_add_epi16","0","0","6400000","6400000","0","0","xavs2","_mm256_add_epi16","avx2intrin.h","0xedd80"
"_mm_adds_epi8","0","0","9600000","9600000","1","1","xavs2","_mm_adds_epi8","emmintrin.h","0x3da8f"
"_mm256_add_epi32","0","0","1600000","1600000","","","xavs2","_mm256_add_epi32","avx2intrin.h","0xf83da"
"_mm256_add_epi32","0","0","1600000","1600000","0","0","xavs2","_mm256_add_epi32","avx2intrin.h","0xf5409"
"_mm256_storeu_si256","0","0","3200000","3200000","0","0","xavs2","_mm256_storeu_si256","avxintrin.h","0x11c292"
"_mm256_max_epi16","0","0","1600000","1600000","0","0","xavs2","_mm256_max_epi16","avx2intrin.h","0x10c398"
"_mm_srli_si128","0","0","4800000","4800000","0.625001","0.625001","xavs2","_mm_srli_si128","emmintrin.h","0x8d093"
"aec_get_shift","0","0","1600000","1600000","0","0","xavs2","aec_get_shift","aec_fastrdo.c","0x78fd6"
"_mm256_castsi128_si256","0","0","3200000","3200000","0","0","xavs2","_mm256_castsi128_si256","avxintrin.h","0x10ff5c"
"_mm256_hadd_epi32","0","0","1600000","1600000","0","0","xavs2","_mm256_hadd_epi32","avx2intrin.h","0xf64f8"
"_mm256_permute4x64_epi64","0","0","1600000","1600000","0","0","xavs2","_mm256_permute4x64_epi64","avx2intrin.h","0xf401d"
"_mm256_storeu_si256","0","0","3200000","3200000","0","0","xavs2","_mm256_storeu_si256","avxintrin.h","0x1171e2"
"_mm256_add_epi16","0","0","1600000","1600000","","","xavs2","_mm256_add_epi16","avx2intrin.h","0x10312b"
"_mm256_permute2f128_si256","0","0","16000000","16000000","1","1","xavs2","_mm256_permute2f128_si256","avxintrin.h","0xf8dcf"
"_mm256_permute2x128_si256","0","0","1600000","1600000","0","0","xavs2","_mm256_permute2x128_si256","avx2intrin.h","0xeca9d"
"_mm256_mullo_epi32","0","0","1600000","1600000","0","0","xavs2","_mm256_mullo_epi32","avx2intrin.h","0xf6def"
"_mm_loadl_epi64","0","0","1600000","0","1","0","xavs2","_mm_loadl_epi64","emmintrin.h","0x3f76e"
"_mm256_storeu_si256","0","0","9600000","9600000","1","1","xavs2","_mm256_storeu_si256","avxintrin.h","0x1079e4"
"_mm256_packs_epi32","0","0","16000000","16000000","0","0","xavs2","_mm256_packs_epi32","avx2intrin.h","0x107edf"
"_mm_blendv_epi8","0","0","11200000","11200000","1","1","xavs2","_mm_blendv_epi8","smmintrin.h","0x3fb6f"
"_mm256_unpackhi_epi64","0","0","1600000","1600000","","","xavs2","_mm256_unpackhi_epi64","avx2intrin.h","0xeed72"
"_mm256_add_epi32","0","0","3200000","3200000","0","0","xavs2","_mm256_add_epi32","avx2intrin.h","0xf7ce2"
"_mm256_unpackhi_epi32","0","0","1600000","1600000","0","0","xavs2","_mm256_unpackhi_epi32","avx2intrin.h","0x104915"
"_mm256_madd_epi16","0","0","4800000","4800000","0","0","xavs2","_mm256_madd_epi16","avx2intrin.h","0xf99c5"
"_mm256_mullo_epi32","0","0","3200000","3200000","0","0","xavs2","_mm256_mullo_epi32","avx2intrin.h","0xfa4b9"
"_mm256_permutevar8x32_epi32","0","0","3200000","3200000","0","0","xavs2","_mm256_permutevar8x32_epi32","avx2intrin.h","0x113828"
"_mm_set_epi64","0","0","1600000","0","1","0","xavs2","_mm_set_epi64","emmintrin.h","0x3f76e"
"_mm256_add_epi16","0","0","1600000","1600000","0","0","xavs2","_mm256_add_epi16","avx2intrin.h","0xefe66"
"_mm256_unpackhi_epi32","0","0","4800000","4800000","","","xavs2","_mm256_unpackhi_epi32","avx2intrin.h","0x10560b"
"_mm256_unpackhi_epi32","0","0","1600000","1600000","","","xavs2","_mm256_unpackhi_epi32","avx2intrin.h","0xec2a0"
"_mm256_unpacklo_epi64","0","0","3200000","3200000","0","0","xavs2","_mm256_unpacklo_epi64","avx2intrin.h","0x10431e"
"_mm256_madd_epi16","0","0","20800000","20800000","0.703126","0.703126","xavs2","_mm256_madd_epi16","avx2intrin.h","0xf8ed3"
"_mm256_permute2x128_si256","0","0","1600000","1600000","0","0","xavs2","_mm256_permute2x128_si256","avx2intrin.h","0x105c05"
"_mm256_unpacklo_epi64","0","0","1600000","1600000","0","0","xavs2","_mm256_unpacklo_epi64","avx2intrin.h","0x1066fa"
"_mm256_add_epi16","0","0","1600000","1600000","0","0","xavs2","_mm256_add_epi16","avx2intrin.h","0x104d14"
"_mm256_add_epi32","0","0","4800000","4800000","0","0","xavs2","_mm256_add_epi32","avx2intrin.h","0xf83de"
"_mm256_maddubs_epi16","0","0","4800000","4800000","0","0","xavs2","_mm256_maddubs_epi16","avx2intrin.h","0x112c36"
"_mm256_unpacklo_epi16","0","0","1600000","1600000","0","0","xavs2","_mm256_unpacklo_epi16","avx2intrin.h","0x11c79a"
"_mm256_unpackhi_epi64","0","0","1600000","1600000","0","0","xavs2","_mm256_unpackhi_epi64","avx2intrin.h","0x105e05"
"_mm256_unpacklo_epi32","0","0","1600000","1600000","0","0","xavs2","_mm256_unpacklo_epi32","avx2intrin.h","0x10491a"
"_mm256_unpacklo_epi64","0","0","1600000","1600000","0","0","xavs2","_mm256_unpacklo_epi64","avx2intrin.h","0x10461d"
"_mm256_cvtepi16_epi32","0","0","1600000","1600000","0","0","xavs2","_mm256_cvtepi16_epi32","avx2intrin.h","0xf68fa"
"_mm256_unpackhi_epi16","0","0","3200000","3200000","0","0","xavs2","_mm256_unpackhi_epi16","avx2intrin.h","0x10590a"
"_mm256_add_epi16","0","0","3200000","3200000","0","0","xavs2","_mm256_add_epi16","avx2intrin.h","0x1162ff"
"_mm256_slli_epi16","0","0","3200000","3200000","0","0","xavs2","_mm256_slli_epi16","avx2intrin.h","0xefa6a"
"_mm256_unpacklo_epi16","0","0","3200000","3200000","","","xavs2","_mm256_unpacklo_epi16","avx2intrin.h","0x105ff3"
"_mm_add_epi32","0","0","1600000","1600000","0","0","xavs2","_mm_add_epi32","emmintrin.h","0xce87d"
"_mm256_maskstore_epi32","0","0","1600000","1600000","0","0","xavs2","_mm256_maskstore_epi32","avx2intrin.h","0x1184d7"
"_mm256_unpacklo_epi64","0","0","1600000","1600000","0","0","xavs2","_mm256_unpacklo_epi64","avx2intrin.h","0x105210"
"_mm256_storeu_si256","0","0","6400000","6400000","","","xavs2","_mm256_storeu_si256","avxintrin.h","0x11bea2"
"_mm256_permute2x128_si256","0","0","3200000","3200000","0","0","xavs2","_mm256_permute2x128_si256","avx2intrin.h","0xec89b"
"_mm256_madd_epi16","0","0","3200000","3200000","0.937501","0.937501","xavs2","_mm256_madd_epi16","avx2intrin.h","0x10a7ba"
"_mm256_unpacklo_epi64","0","0","3200000","3200000","1","1","xavs2","_mm256_unpacklo_epi64","avx2intrin.h","0xeb3b0"
"_mm_loadu_si128","0","0","4800000","4800000","","","xavs2","_mm_loadu_si128","emmintrin.h","0x8b9b0"
"_mm256_madd_epi16","0","0","4800000","4800000","0.937501","0.937501","xavs2","_mm256_madd_epi16","avx2intrin.h","0x1083e1"
"_mm256_unpacklo_epi64","0","0","1600000","1600000","1","1","xavs2","_mm256_unpacklo_epi64","avx2intrin.h","0xef275"
"_mm256_unpackhi_epi32","0","0","11200000","11200000","1","1","xavs2","_mm256_unpackhi_epi32","avx2intrin.h","0x10b7ae"
"_mm256_hadd_epi32","0","0","1600000","1600000","0","0","xavs2","_mm256_hadd_epi32","avx2intrin.h","0xf6ff7"
"_mm256_hadd_epi32","0","0","3200000","3200000","0","0","xavs2","_mm256_hadd_epi32","avx2intrin.h","0xf80e6"
"_mm256_unpacklo_epi16","0","0","3200000","3200000","0","0","xavs2","_mm256_unpacklo_epi16","avx2intrin.h","0xeb7b0"
"_mm256_add_epi16","0","0","6400000","6400000","","","xavs2","_mm256_add_epi16","avx2intrin.h","0xef569"
"_mm256_loadu_si256","0","0","1600000","1600000","0","0","xavs2","_mm256_loadu_si256","avxintrin.h","0x1188db"
"_mm256_unpackhi_epi32","0","0","1600000","1600000","0","0","xavs2","_mm256_unpackhi_epi32","avx2intrin.h","0x106201"
"_mm256_mullo_epi32","0","0","1600000","1600000","0","0","xavs2","_mm256_mullo_epi32","avx2intrin.h","0xf7ee7"
"_mm256_unpackhi_epi32","0","0","1600000","1600000","0","0","xavs2","_mm256_unpackhi_epi32","avx2intrin.h","0x106df7"
"_mm256_mullo_epi32","0","0","0","0","1","1","xavs2","_mm256_mullo_epi32","avx2intrin.h","0xf77ee"
"_mm256_packus_epi32","0","0","11200000","11200000","1","1","xavs2","_mm256_packus_epi32","avx2intrin.h","0x113a2a"
"_mm256_unpacklo_epi32","0","0","3200000","3200000","0","0","xavs2","_mm256_unpacklo_epi32","avx2intrin.h","0x106def"
"_mm256_unpacklo_epi64","0","0","1600000","1600000","0","0","xavs2","_mm256_unpacklo_epi64","avx2intrin.h","0xee383"
"_mm256_madd_epi16","0","0","1600000","1600000","","","xavs2","_mm256_madd_epi16","avx2intrin.h","0xf9dc8"
"_mm256_madd_epi16","0","0","1600000","1600000","0","0","xavs2","_mm256_madd_epi16","avx2intrin.h","0x109fc5"
"_mm256_add_epi32","0","0","1600000","1600000","","","xavs2","_mm256_add_epi32","avx2intrin.h","0xf6bf6"
"_mm_storel_epi64","0","0","4800000","4800000","1","1","xavs2","_mm_storel_epi64","emmintrin.h","0x8c3a6"
"_mm256_storeu_si256","0","0","9600000","9600000","0","0","xavs2","_mm256_storeu_si256","avxintrin.h","0x10fb66"
"_mm256_add_epi16","0","0","4800000","4800000","0","0","xavs2","_mm256_add_epi16","avx2intrin.h","0xedf84"
"_mm256_unpackhi_epi16","0","0","1600000","1600000","0","0","xavs2","_mm256_unpackhi_epi16","avx2intrin.h","0xeb7ac"
"_mm_cmpeq_epi8","0","0","14400000","14400000","0.375001","0.375001","xavs2","_mm_cmpeq_epi8","emmintrin.h","0x3d9b4"
"_mm256_hadd_epi32","0","0","14400000","14400000","","","xavs2","_mm256_hadd_epi32","avx2intrin.h","0xf8dd5"
"_mm_cmpeq_epi8","0","0","4800000","4800000","1","1","xavs2","_mm_cmpeq_epi8","emmintrin.h","0x3dba1"
"_mm256_add_epi16","0","0","9600000","9600000","0.625001","0.625001","xavs2","_mm256_add_epi16","avx2intrin.h","0xed78b"
"_mm256_unpacklo_epi64","0","0","1600000","1600000","0","0","xavs2","_mm256_unpacklo_epi64","avx2intrin.h","0x104627"
"aec_get_shift","0","0","1600000","1600000","0","0","xavs2","aec_get_shift","aec.c","0x5fb68"
"_mm_add_epi32","0","0","3200000","3200000","0","0","xavs2","_mm_add_epi32","emmintrin.h","0xcea89"
"_mm256_hadd_epi32","0","0","0","0","1","1","xavs2","_mm256_hadd_epi32","avx2intrin.h","0xf5a14"
"_mm_loadu_si128","0","0","9600000","9600000","0.625001","0.625001","xavs2","_mm_loadu_si128","emmintrin.h","0xf2846"
"calculate_distance","0","0","3200000","3200000","","","xavs2","calculate_distance","predict.h","0x84a2b"
"_mm256_hadd_epi32","0","0","3200000","3200000","0","0","xavs2","_mm256_hadd_epi32","avx2intrin.h","0xf71fc"
"_mm256_madd_epi16","0","0","6400000","6400000","0","0","xavs2","_mm256_madd_epi16","avx2intrin.h","0x109ece"
"_mm256_madd_epi16","0","0","4800000","4800000","","","xavs2","_mm256_madd_epi16","avx2intrin.h","0x109fcd"
"_mm256_unpackhi_epi64","0","0","1600000","1600000","0","0","xavs2","_mm256_unpackhi_epi64","avx2intrin.h","0x10402d"
"_mm256_maddubs_epi16","0","0","0","0","1","1","xavs2","_mm256_maddubs_epi16","avx2intrin.h","0x10ff6d"
"_mm256_add_epi16","0","0","1600000","1600000","0","0","xavs2","_mm256_add_epi16","avx2intrin.h","0x104c21"
"_mm256_add_epi32","0","0","1600000","1600000","0","0","xavs2","_mm256_add_epi32","avx2intrin.h","0xf7bf2"
"_mm256_permute2x128_si256","0","0","1600000","1600000","0","0","xavs2","_mm256_permute2x128_si256","avx2intrin.h","0x103836"
"_mm256_store_si256","0","0","1600000","1600000","0","0","xavs2","_mm256_store_si256","avxintrin.h","0xeff72"
"_mm256_cvtepi16_epi32","0","0","4800000","4800000","0","0","xavs2","_mm256_cvtepi16_epi32","avx2intrin.h","0xfa0cd"
"_mm256_srai_epi32","0","0","19200000","19200000","1","1","xavs2","_mm256_srai_epi32","avx2intrin.h","0xf3836"
"_mm256_sub_epi32","0","0","1600000","1600000","0","0","xavs2","_mm256_sub_epi32","avx2intrin.h","0xf343a"
"_mm256_unpackhi_epi32","0","0","1600000","1600000","0","0","xavs2","_mm256_unpackhi_epi32","avx2intrin.h","0x103636"
"_mm256_add_epi32","0","0","1600000","1600000","0","0","xavs2","_mm256_add_epi32","avx2intrin.h","0xf7eee"
"_mm256_add_epi32","0","0","1600000","1600000","0","0","xavs2","_mm256_add_epi32","avx2intrin.h","0xf620b"
"_mm256_permute2x128_si256","0","0","3200000","3200000","0","0","xavs2","_mm256_permute2x128_si256","avx2intrin.h","0xebbb2"
"_mm256_srli_epi16","0","0","1600000","1600000","0","0","xavs2","_mm256_srli_epi16","avx2intrin.h","0x11bdaf"
"_mm256_unpacklo_epi32","0","0","4800000","4800000","0","0","xavs2","_mm256_unpacklo_epi32","avx2intrin.h","0xee58b"
"_mm256_madd_epi16","0","0","1600000","1600000","0","0","xavs2","_mm256_madd_epi16","avx2intrin.h","0xf9acc"
"_mm256_unpackhi_epi64","0","0","3200000","3200000","0","0","xavs2","_mm256_unpackhi_epi64","avx2intrin.h","0xeb8b8"
"_mm256_srai_epi16","0","0","1600000","1600000","0","0","xavs2","_mm256_srai_epi16","avx2intrin.h","0xedc94"
"_mm256_unpacklo_epi16","0","0","1600000","1600000","0","0","xavs2","_mm256_unpacklo_epi16","avx2intrin.h","0xec4af"
"aec_write_spatial_skip_mode","0","0","4800000","4800000","0","0","xavs2","aec_write_spatial_skip_mode","aec.c","0x67504"
"_mm256_permute2x128_si256","0","0","3200000","3200000","0","0","xavs2","_mm256_permute2x128_si256","avx2intrin.h","0x105c14"
"_mm256_add_epi32","0","0","1600000","1600000","0","0","xavs2","_mm256_add_epi32","avx2intrin.h","0xf541c"
"_mm256_insertf128_si256","0","0","4800000","4800000","","","xavs2","_mm256_insertf128_si256","avxintrin.h","0x10fe70"
"_mm256_madd_epi16","0","0","1600000","1600000","0","0","xavs2","_mm256_madd_epi16","avx2intrin.h","0xf8ce3"
"_mm256_hadd_epi32","0","0","3200000","3200000","0","0","xavs2","_mm256_hadd_epi32","avx2intrin.h","0xf2c44"
"_mm256_unpackhi_epi32","0","0","1600000","1600000","0","0","xavs2","_mm256_unpackhi_epi32","avx2intrin.h","0x104926"
"xavs2_clip3","0","0","4800000","4800000","0","0","xavs2","xavs2_clip3","avs2_defs.h","0x83a3d"
"_mm256_madd_epi16","0","0","3200000","3200000","0","0","xavs2","_mm256_madd_epi16","avx2intrin.h","0xf462a"
"_mm256_unpackhi_epi32","0","0","1600000","1600000","0","0","xavs2","_mm256_unpackhi_epi32","avx2intrin.h","0xed19f"
"_mm256_cvtepu8_epi16","0","0","1600000","1600000","0","0","xavs2","_mm256_cvtepu8_epi16","avx2intrin.h","0x1182ed"
"_mm256_madd_epi16","0","0","3200000","3200000","0.937501","0.937501","xavs2","_mm256_madd_epi16","avx2intrin.h","0x1098d9"
"_mm256_unpacklo_epi32","0","0","8000000","8000000","1","1","xavs2","_mm256_unpacklo_epi32","avx2intrin.h","0x10b7b7"
"_mm256_srai_epi16","0","0","1600000","1600000","0","0","xavs2","_mm256_srai_epi16","avx2intrin.h","0xefd75"
"_mm256_unpacklo_epi64","0","0","1600000","1600000","0","0","xavs2","_mm256_unpacklo_epi64","avx2intrin.h","0xeb3bf"
"_mm256_add_epi16","0","0","3200000","3200000","","","xavs2","_mm256_add_epi16","avx2intrin.h","0x11bfac"
"_mm256_add_epi32","0","0","3200000","3200000","0","0","xavs2","_mm256_add_epi32","avx2intrin.h","0x10aeb9"
"_mm256_hadd_epi32","0","0","1600000","1600000","0","0","xavs2","_mm256_hadd_epi32","avx2intrin.h","0xfadc4"
"_mm256_permute2x128_si256","0","0","1600000","1600000","0","0","xavs2","_mm256_permute2x128_si256","avx2intrin.h","0x116d03"
"_mm256_unpacklo_epi16","0","0","3200000","3200000","0","0","xavs2","_mm256_unpacklo_epi16","avx2intrin.h","0xec6aa"
"_mm256_unpackhi_epi64","0","0","3200000","3200000","0","0","xavs2","_mm256_unpackhi_epi64","avx2intrin.h","0x10462b"
"_mm256_madd_epi16","0","0","12800000","12800000","1","1","xavs2","_mm256_madd_epi16","avx2intrin.h","0x10a8c8"
"_mm256_unpacklo_epi64","0","0","4800000","4800000","1","1","xavs2","_mm256_unpacklo_epi64","avx2intrin.h","0xecca6"
"_mm256_add_epi16","0","0","1600000","1600000","","","xavs2","_mm256_add_epi16","avx2intrin.h","0xefa78"
"_mm256_unpacklo_epi16","0","0","1600000","1600000","0","0","xavs2","_mm256_unpacklo_epi16","avx2intrin.h","0xee290"
"_mm256_lddqu_si256","0","0","8000000","8000000","1","1","xavs2","_mm256_lddqu_si256","avxintrin.h","0x107fe0"
"_mm256_shuffle_epi8","0","0","1600000","1600000","","","xavs2","_mm256_shuffle_epi8","avx2intrin.h","0xf3f21"
"_mm256_unpackhi_epi32","0","0","6400000","6400000","0","0","xavs2","_mm256_unpackhi_epi32","avx2intrin.h","0x104619"
"_mm256_hadd_epi32","0","0","3200000","3200000","0","0","xavs2","_mm256_hadd_epi32","avx2intrin.h","0xf71ed"
"_mm256_madd_epi16","0","0","1600000","1600000","","","xavs2","_mm256_madd_epi16","avx2intrin.h","0xf332c"
"_mm256_srai_epi16","0","0","1600000","1600000","0","0","xavs2","_mm256_srai_epi16","avx2intrin.h","0xefa65"
"_mm256_madd_epi16","0","0","1600000","1600000","0","0","xavs2","_mm256_madd_epi16","avx2intrin.h","0x1096c9"
"_mm256_mullo_epi32","0","0","3200000","3200000","0","0","xavs2","_mm256_mullo_epi32","avx2intrin.h","0xf76eb"
"_mm_set1_epi32","0","0","6400000","0","1","0","xavs2","_mm_set1_epi32","emmintrin.h","0xb70f4"
"_mm_set_epi32","0","0","6400000","6400000","1","1","xavs2","_mm_set_epi32","emmintrin.h","0xb70f4"
"_mm256_unpackhi_epi32","0","0","1600000","1600000","","","xavs2","_mm256_unpackhi_epi32","avx2intrin.h","0xeb8a9"
"_mm256_hadd_epi32","0","0","1600000","1600000","0","0","xavs2","_mm256_hadd_epi32","avx2intrin.h","0xf73ed"
"_mm256_permute2f128_si256","0","0","1600000","1600000","0","0","xavs2","_mm256_permute2f128_si256","avxintrin.h","0xf61ff"
"_mm256_hadd_epi32","0","0","1600000","1600000","0","0","xavs2","_mm256_hadd_epi32","avx2intrin.h","0xf4f12"
"_mm256_permute2f128_si256","0","0","1600000","1600000","0","0","xavs2","_mm256_permute2f128_si256","avxintrin.h","0xf82dd"
"_mm256_cvtepi16_epi32","0","0","12800000","12800000","0.750001","0.750001","xavs2","_mm256_cvtepi16_epi32","avx2intrin.h","0xfa1b7"
"_mm_loadu_si128","0","0","1600000","1600000","0","0","xavs2","_mm_loadu_si128","emmintrin.h","0x991d5"
"_mm256_unpackhi_epi16","0","0","1600000","1600000","0","0","xavs2","_mm256_unpackhi_epi16","avx2intrin.h","0xeef72"
"_mm256_permute2f128_si256","0","0","1600000","1600000","","","xavs2","_mm256_permute2f128_si256","avxintrin.h","0xf570a"
"_mm256_packs_epi32","0","0","3200000","3200000","0","0","xavs2","_mm256_packs_epi32","avx2intrin.h","0x111c43"
"_mm256_sub_epi16","0","0","1600000","1600000","0","0","xavs2","_mm256_sub_epi16","avx2intrin.h","0xef66b"
"_mm256_srai_epi16","0","0","1600000","1600000","0","0","xavs2","_mm256_srai_epi16","avx2intrin.h","0xedd84"
"_mm256_maddubs_epi16","0","0","8000000","8000000","0","0","xavs2","_mm256_maddubs_epi16","avx2intrin.h","0x112a35"
"_mm256_permute2x128_si256","0","0","1600000","1600000","0","0","xavs2","_mm256_permute2x128_si256","avx2intrin.h","0xee978"
"_mm256_hadd_epi32","0","0","0","0","1","1","xavs2","_mm256_hadd_epi32","avx2intrin.h","0xfb0ac"
"_mm256_permute2x128_si256","0","0","3200000","3200000","0","0","xavs2","_mm256_permute2x128_si256","avx2intrin.h","0x105508"
"_mm256_unpacklo_epi16","0","0","4800000","4800000","1","1","xavs2","_mm256_unpacklo_epi16","avx2intrin.h","0x10332a"
"_mm256_add_epi32","0","0","11200000","11200000","0","0","xavs2","_mm256_add_epi32","avx2intrin.h","0xfa3bc"
"_mm256_unpackhi_epi64","0","0","1600000","1600000","0","0","xavs2","_mm256_unpackhi_epi64","avx2intrin.h","0x10521c"
"_mm256_add_epi16","0","0","1600000","1600000","","","xavs2","_mm256_add_epi16","avx2intrin.h","0x117eee"
"_mm256_unpackhi_epi16","0","0","1600000","1600000","0","0","xavs2","_mm256_unpackhi_epi16","avx2intrin.h","0x106509"
"_mm256_madd_epi16","0","0","1600000","1600000","0","0","xavs2","_mm256_madd_epi16","avx2intrin.h","0xf4324"
"_mm256_storeu_si256","0","0","0","0","1","1","xavs2","_mm256_storeu_si256","avxintrin.h","0x11c2a5"
"_mm256_unpackhi_epi64","0","0","1600000","1600000","0","0","xavs2","_mm256_unpackhi_epi64","avx2intrin.h","0x105618"
"_mm256_unpackhi_epi16","0","0","1600000","1600000","0","0","xavs2","_mm256_unpackhi_epi16","avx2intrin.h","0x10600e"
"_mm256_permute2x128_si256","0","0","3200000","3200000","0","0","xavs2","_mm256_permute2x128_si256","avx2intrin.h","0xec3ac"
"_mm256_srai_epi16","0","0","4800000","4800000","0","0","xavs2","_mm256_srai_epi16","avx2intrin.h","0xed798"
