"Function","CPU Time: Total","CPU Time: Self","Instructions Retired: Total","Instructions Retired: Self","Microarchitecture Usage: Total","Microarchitecture Usage: Self","Module","Function (Full)","Source File","Start Address"
"_mm256_unpacklo_epi8","0.00266667","0.00266667","14400000","14400000","0.576924","0.576924","xavs2","_mm256_unpacklo_epi8","avx2intrin.h","0x112b40"
"_mm256_add_epi32","0.00266667","0.00266667","44800000","44800000","","","xavs2","_mm256_add_epi32","avx2intrin.h","0x10abc0"
"_mm256_add_epi32","0.00266667","0.00266667","1600000","1600000","0","0","xavs2","_mm256_add_epi32","avx2intrin.h","0xf2a45"
"_mm_adds_epi8","0.00266667","0.00266667","19200000","19200000","1","1","xavs2","_mm_adds_epi8","emmintrin.h","0x3dc9c"
"_mm_slli_epi16","0.00266667","0.00266667","12800000","12800000","0.468751","0.468751","xavs2","_mm_slli_epi16","emmintrin.h","0x3fb42"
"_mm256_sub_epi32","0.00266667","0.00266667","25600000","25600000","0.3125","0.3125","xavs2","_mm256_sub_epi32","avx2intrin.h","0xf3496"
"_mm256_add_epi32","0.00266667","0.00266667","12800000","12800000","1","1","xavs2","_mm256_add_epi32","avx2intrin.h","0xf942b"
"_mm256_permute2f128_si256","0.00266667","0.00266667","11200000","11200000","1","1","xavs2","_mm256_permute2f128_si256","avxintrin.h","0xf9a3a"
"_mm256_add_epi16","0.00266667","0.00266667","17600000","17600000","0.416667","0.416667","xavs2","_mm256_add_epi16","avx2intrin.h","0x10fae1"
"aec_get_shift","0.00266667","0.00266667","1600000","1600000","0","0","xavs2","aec_get_shift","aec_fastrdo.c","0x7bf80"
"_mm_unpacklo_epi8","0.00266667","0.00266667","16000000","16000000","0","0","xavs2","_mm_unpacklo_epi8","emmintrin.h","0x8b89d"
"_mm256_srai_epi32","0.00266667","0.00266667","52800000","52800000","1","1","xavs2","_mm256_srai_epi32","avx2intrin.h","0x10af0b"
"_mm256_unpacklo_epi16","0.00266667","0.00266667","12800000","12800000","0.937501","0.937501","xavs2","_mm256_unpacklo_epi16","avx2intrin.h","0x10bca9"
"_mm256_add_epi32","0.00266667","0.00266667","8000000","8000000","1","1","xavs2","_mm256_add_epi32","avx2intrin.h","0xfafb7"
"_mm_shuffle_epi8","0.00266667","0.00266667","12800000","12800000","0.468751","0.468751","xavs2","_mm_shuffle_epi8","tmmintrin.h","0xde54e"
"_mm256_hadd_epi32","0.00266667","0.00266667","20800000","20800000","0.375001","0.375001","xavs2","_mm256_hadd_epi32","avx2intrin.h","0xfab14"
"_mm256_srli_epi16","0.00266667","0.00266667","19200000","19200000","0.937501","0.937501","xavs2","_mm256_srli_epi16","avx2intrin.h","0x11be78"
"_mm256_unpacklo_epi16","0.00266667","0.00266667","14400000","14400000","","","xavs2","_mm256_unpacklo_epi16","avx2intrin.h","0x10bf71"
"_mm256_madd_epi16","0.00266667","0.00266667","9600000","9600000","0","0","xavs2","_mm256_madd_epi16","avx2intrin.h","0x109799"
"_mm256_madd_epi16","0.00266667","0.00266667","6400000","6400000","1","1","xavs2","_mm256_madd_epi16","avx2intrin.h","0x1081e0"
"_mm256_madd_epi16","0.00266667","0.00266667","60800000","60800000","0.25","0.25","xavs2","_mm256_madd_epi16","avx2intrin.h","0xf33f4"
"_mm256_unpackhi_epi64","0.00266667","0.00266667","3200000","3200000","1","1","xavs2","_mm256_unpackhi_epi64","avx2intrin.h","0x107f30"
"_mm256_cvtepi16_epi32","0.00266667","0.00266667","8000000","8000000","0.3125","0.3125","xavs2","_mm256_cvtepi16_epi32","avx2intrin.h","0xfa0b9"
"_mm256_permute2x128_si256","0.00266667","0.00266667","8000000","8000000","0","0","xavs2","_mm256_permute2x128_si256","avx2intrin.h","0x10bb8b"
"_mm256_add_epi16","0.00266667","0.00266667","20800000","20800000","1","1","xavs2","_mm256_add_epi16","avx2intrin.h","0xf2996"
"_mm256_unpackhi_epi16","0.00266667","0.00266667","0","0","1","1","xavs2","_mm256_unpackhi_epi16","avx2intrin.h","0x104f72"
"_mm_min_epu8","0.00266667","0.00266667","43200000","43200000","1","1","xavs2","_mm_min_epu8","emmintrin.h","0x3dbf2"
"_mm256_unpacklo_epi32","0.00266667","0.00266667","19200000","19200000","0.937501","0.937501","xavs2","_mm256_unpacklo_epi32","avx2intrin.h","0x10ba6e"
"xavs2_clip3","0.00266667","0.00266667","32000000","32000000","0.937501","0.937501","xavs2","xavs2_clip3","avs2_defs.h","0x9d34"
"_mm256_madd_epi16","0.00266667","0.00266667","19200000","19200000","0.234375","0.234375","xavs2","_mm256_madd_epi16","avx2intrin.h","0x10a9bc"
"_mm_blendv_epi8","0.00266667","0.00266667","17600000","17600000","0","0","xavs2","_mm_blendv_epi8","smmintrin.h","0x3ec82"
"_mm_loadu_si128","0.00266667","0.00266667","11200000","11200000","0.375001","0.375001","xavs2","_mm_loadu_si128","emmintrin.h","0xf2820"
"scale_mv_skip","0.00266667","0.00266667","24000000","24000000","1","1","xavs2","scale_mv_skip","predict.h","0x83602"
"_mm256_madd_epi16","0.00266667","0.00266667","27200000","27200000","0.468751","0.468751","xavs2","_mm256_madd_epi16","avx2intrin.h","0x1110be"
"_mm256_permute2f128_si256","0.00266667","0.00266667","14400000","14400000","1","1","xavs2","_mm256_permute2f128_si256","avxintrin.h","0xfa525"
"_mm_store_si128","0.00266667","0.00266667","6400000","6400000","0","0","xavs2","_mm_store_si128","emmintrin.h","0x98dde"
"aec_get_shift","0.00266667","0.00266667","8000000","8000000","","","xavs2","aec_get_shift","aec_fastrdo.c","0x76155"
"cu_get_mc_pos","0.00266667","0.00266667","108800000","108800000","","","xavs2","cu_get_mc_pos","mc.h","0x30a6b"
"distortion_cal","0.00266667","0.00266667","4800000","4800000","0.3125","0.3125","xavs2","distortion_cal","sao.c","0x20c58"
"_mm256_storeu_si256","0.00266667","0.00266667","43200000","43200000","","","xavs2","_mm256_storeu_si256","avxintrin.h","0x108e9b"
"_mm256_shuffle_epi8","0.00266667","0.00266667","27200000","27200000","0.416667","0.416667","xavs2","_mm256_shuffle_epi8","avx2intrin.h","0xf8623"
"_mm256_permute2x128_si256","0.00266667","0.00266667","22400000","22400000","0.625001","0.625001","xavs2","_mm256_permute2x128_si256","avx2intrin.h","0x10b925"
"_mm256_packs_epi32","0.00266667","0.00266667","3200000","3200000","0.937501","0.937501","xavs2","_mm256_packs_epi32","avx2intrin.h","0x10b638"
"_mm256_madd_epi16","0.00266667","0.00266667","25600000","25600000","1","1","xavs2","_mm256_madd_epi16","avx2intrin.h","0xf326d"
"_mm_blendv_epi8","0.00266667","0.00266667","20800000","20800000","0.937501","0.937501","xavs2","_mm_blendv_epi8","smmintrin.h","0x3f904"
"_mm256_lddqu_si256","0.00266667","0.00266667","6400000","6400000","","","xavs2","_mm256_lddqu_si256","avxintrin.h","0x108f89"
"_mm256_srai_epi32","0.00266667","0.00266667","4800000","4800000","0.937501","0.937501","xavs2","_mm256_srai_epi32","avx2intrin.h","0xf2ab8"
"_mm256_lddqu_si256","0.00266667","0.00266667","24000000","24000000","0.468751","0.468751","xavs2","_mm256_lddqu_si256","avxintrin.h","0x109088"
"_mm256_madd_epi16","0.00266667","0.00266667","40000000","40000000","0.375001","0.375001","xavs2","_mm256_madd_epi16","avx2intrin.h","0xf2e58"
"memcpy","0.00266667","0.00266667","6400000","6400000","0.3125","0.3125","xavs2","memcpy","string_fortified.h","0x1f6a7"
"_mm256_madd_epi16","0.00266667","0.00266667","11200000","11200000","0.375001","0.375001","xavs2","_mm256_madd_epi16","avx2intrin.h","0x1099f1"
"arienco_bits_written","0.00266667","0.00266667","12800000","12800000","0.468751","0.468751","xavs2","arienco_bits_written","aec.h","0x74b9f"
"_mm256_maskstore_epi32","0.00266667","0.00266667","9600000","9600000","0","0","xavs2","_mm256_maskstore_epi32","avx2intrin.h","0x11b32f"
"_mm256_add_epi32","0.00266667","0.00266667","30400000","30400000","0.535715","0.535715","xavs2","_mm256_add_epi32","avx2intrin.h","0x108601"
"_mm256_srai_epi32","0.00266667","0.00266667","8000000","8000000","1","1","xavs2","_mm256_srai_epi32","avx2intrin.h","0xf2ee9"
"_mm256_unpackhi_epi16","0.00266667","0.00266667","19200000","19200000","1","1","xavs2","_mm256_unpackhi_epi16","avx2intrin.h","0xf3259"
"aec_get_shift","0.00266667","0.00266667","35200000","35200000","0.117188","0.117188","xavs2","aec_get_shift","aec_fastrdo.c","0x77f2a"
"_mm256_sub_epi16","0.00266667","0.00266667","44800000","44800000","1","1","xavs2","_mm256_sub_epi16","avx2intrin.h","0x1136ca"
"_mm256_add_epi32","0.00266667","0.00266667","16000000","16000000","0.750001","0.750001","xavs2","_mm256_add_epi32","avx2intrin.h","0x10a9f2"
"_mm256_loadu_si256","0.00266667","0.00266667","9600000","9600000","0.3125","0.3125","xavs2","_mm256_loadu_si256","avxintrin.h","0x11c33c"
"biari_encode_symbol_fastrdo","0.00266667","0.00266667","8000000","8000000","0.288462","0.288462","xavs2","biari_encode_symbol_fastrdo","aec_fastrdo.c","0x7a437"
"_mm256_unpacklo_epi16","0.00266667","0.00266667","8000000","8000000","1","1","xavs2","_mm256_unpacklo_epi16","avx2intrin.h","0x10b723"
"_mm256_srai_epi32","0.00266667","0.00266667","19200000","19200000","1","1","xavs2","_mm256_srai_epi32","avx2intrin.h","0x1087ee"
"_mm256_castsi128_si256","0.00266667","0.00266667","4800000","4800000","1","1","xavs2","_mm256_castsi128_si256","avxintrin.h","0xf279f"
"_mm256_add_epi32","0.00266667","0.00266667","9600000","9600000","1","1","xavs2","_mm256_add_epi32","avx2intrin.h","0xfab86"
"_mm256_madd_epi16","0.00266667","0.00266667","12800000","12800000","0.937501","0.937501","xavs2","_mm256_madd_epi16","avx2intrin.h","0xf8fa2"
"_mm256_madd_epi16","0.00266667","0.00266667","28800000","28800000","","","xavs2","_mm256_madd_epi16","avx2intrin.h","0x109db1"
"biari_encode_symbol_fastrdo","0.00266667","0.00266667","1600000","1600000","0","0","xavs2","biari_encode_symbol_fastrdo","aec_fastrdo.c","0x7a833"
"_mm256_permute2x128_si256","0.00266667","0.00266667","3200000","3200000","0.468751","0.468751","xavs2","_mm256_permute2x128_si256","avx2intrin.h","0x10b884"
"_mm256_permute4x64_epi64","0.00266667","0.00266667","12800000","12800000","0.234375","0.234375","xavs2","_mm256_permute4x64_epi64","avx2intrin.h","0xf8886"
"_mm256_storeu_si256","0.00266667","0.00266667","11200000","11200000","1","1","xavs2","_mm256_storeu_si256","avxintrin.h","0x10790c"
"_mm256_srai_epi32","0.00266667","0.00266667","52800000","52800000","1","1","xavs2","_mm256_srai_epi32","avx2intrin.h","0x10b14e"
"_mm256_maddubs_epi16","0.00266667","0.00266667","8000000","8000000","1","1","xavs2","_mm256_maddubs_epi16","avx2intrin.h","0x112ab7"
"_mm256_permute2f128_si256","0.00266667","0.00266667","33600000","33600000","0.173077","0.173077","xavs2","_mm256_permute2f128_si256","avxintrin.h","0xfb0ea"
"_mm_add_epi32","0.00266667","0.00266667","30400000","30400000","1","1","xavs2","_mm_add_epi32","emmintrin.h","0x8c34c"
"_mm256_unpacklo_epi64","0.00266667","0.00266667","16000000","16000000","","","xavs2","_mm256_unpacklo_epi64","avx2intrin.h","0x10c0eb"
"_mm_adds_epi16","0.00266667","0.00266667","4800000","4800000","0","0","xavs2","_mm_adds_epi16","emmintrin.h","0x3dad0"
"_mm_and_si128","0.00266667","0.00266667","16000000","16000000","0","0","xavs2","_mm_and_si128","emmintrin.h","0x3da4b"
"_mm256_madd_epi16","0.00266667","0.00266667","1600000","1600000","0","0","xavs2","_mm256_madd_epi16","avx2intrin.h","0x109aff"
"_mm256_storeu_si256","0.00266667","0.00266667","6400000","6400000","0.267858","0.267858","xavs2","_mm256_storeu_si256","avxintrin.h","0x1078a0"
"_mm256_unpacklo_epi16","0.00266667","0.00266667","22400000","22400000","0.535715","0.535715","xavs2","_mm256_unpacklo_epi16","avx2intrin.h","0x109385"
"_mm256_unpacklo_epi8","0.00266667","0.00266667","12800000","12800000","0.375001","0.375001","xavs2","_mm256_unpacklo_epi8","avx2intrin.h","0x10fe91"
"biari_encode_tu_aec","0.00266667","0.00266667","0","0","0","0","xavs2","biari_encode_tu_aec","aec.c","0x6110b"
"_mm256_permute2x128_si256","0.00266667","0.00266667","32000000","32000000","0.401786","0.401786","xavs2","_mm256_permute2x128_si256","avx2intrin.h","0x108c70"
"_mm256_madd_epi16","0.00266667","0.00266667","1600000","1600000","1","1","xavs2","_mm256_madd_epi16","avx2intrin.h","0xf95ec"
"memcpy","0.00266667","0.00266667","22400000","22400000","0.937501","0.937501","xavs2","memcpy","string_fortified.h","0x20813"
"_mm_madd_epi16","0.00266667","0.00266667","25600000","25600000","1","1","xavs2","_mm_madd_epi16","emmintrin.h","0xb6e34"
"_mm256_srai_epi32","0.00266667","0.00266667","8000000","8000000","0.750001","0.750001","xavs2","_mm256_srai_epi32","avx2intrin.h","0xf34bc"
"_mm256_maddubs_epi16","0.00266667","0.00266667","1600000","1600000","0.468751","0.468751","xavs2","_mm256_maddubs_epi16","avx2intrin.h","0x10f9a6"
"_mm256_add_epi16","0.00266667","0.00266667","28800000","28800000","","","xavs2","_mm256_add_epi16","avx2intrin.h","0xf896b"
"_mm256_unpackhi_epi16","0.00266667","0.00266667","12800000","12800000","0.234375","0.234375","xavs2","_mm256_unpackhi_epi16","avx2intrin.h","0x10ba27"
"_mm256_packs_epi32","0.00266667","0.00266667","19200000","19200000","0.125","0.125","xavs2","_mm256_packs_epi32","avx2intrin.h","0x10b5d6"
"_mm256_storeu_si256","0.00266667","0.00266667","11200000","11200000","0.937501","0.937501","xavs2","_mm256_storeu_si256","avxintrin.h","0x107b28"
"_mm256_add_epi32","0.00266667","0.00266667","19200000","19200000","1","1","xavs2","_mm256_add_epi32","avx2intrin.h","0xf3976"
"_mm256_permute2f128_si256","0.00266667","0.00266667","1600000","1600000","0","0","xavs2","_mm256_permute2f128_si256","avxintrin.h","0xf907e"
"_mm256_mullo_epi32","0.00266667","0.00266667","12800000","12800000","0.937501","0.937501","xavs2","_mm256_mullo_epi32","avx2intrin.h","0xfb03d"
"_mm256_add_epi32","0.00266667","0.00266667","38400000","38400000","0.681819","0.681819","xavs2","_mm256_add_epi32","avx2intrin.h","0xf8be5"
"_mm256_add_epi32","0.00266667","0.00266667","16000000","16000000","0.535715","0.535715","xavs2","_mm256_add_epi32","avx2intrin.h","0x10ab2d"
"_mm256_unpackhi_epi32","0.00266667","0.00266667","9600000","9600000","","","xavs2","_mm256_unpackhi_epi32","avx2intrin.h","0x10c03c"
"_mm256_unpacklo_epi32","0.00266667","0.00266667","25600000","25600000","0.576924","0.576924","xavs2","_mm256_unpacklo_epi32","avx2intrin.h","0x10ba64"
"_mm256_set1_epi32","0.00266667","0.00266667","22400000","22400000","1","1","xavs2","_mm256_set1_epi32","avxintrin.h","0x113847"
"_mm256_add_epi32","0.00266667","0.00266667","8000000","8000000","0","0","xavs2","_mm256_add_epi32","avx2intrin.h","0xf8ffe"
"_mm256_sub_epi16","0.00266667","0.00266667","16000000","16000000","0.625001","0.625001","xavs2","_mm256_sub_epi16","avx2intrin.h","0x10ce09"
"_mm256_unpackhi_epi32","0.00266667","0.00266667","12800000","12800000","1","1","xavs2","_mm256_unpackhi_epi32","avx2intrin.h","0x10bac5"
"_mm_adds_epi16","0.00266667","0.00266667","9600000","9600000","1","1","xavs2","_mm_adds_epi16","emmintrin.h","0x3dacb"
"_mm256_madd_epi16","0.00266667","0.00266667","51200000","51200000","0.3125","0.3125","xavs2","_mm256_madd_epi16","avx2intrin.h","0x110bcc"
"_mm256_srai_epi32","0.00266667","0.00266667","33600000","33600000","","","xavs2","_mm256_srai_epi32","avx2intrin.h","0x10af4b"
"_mm_unpacklo_epi8","0.00266667","0.00266667","17600000","17600000","1","1","xavs2","_mm_unpacklo_epi8","emmintrin.h","0x3eb1e"
"memset","0.00266667","0.00266667","17600000","17600000","","","xavs2","memset","string_fortified.h","0x28a6b"
"_mm256_madd_epi16","0.00266667","0.00266667","16000000","16000000","0","0","xavs2","_mm256_madd_epi16","avx2intrin.h","0xf2b56"
"_mm256_hadd_epi32","0.00266667","0.00266667","22400000","22400000","","","xavs2","_mm256_hadd_epi32","avx2intrin.h","0xfa4f4"
"_mm256_loadu_si256","0.00266667","0.00266667","4800000","4800000","0.625001","0.625001","xavs2","_mm256_loadu_si256","avxintrin.h","0x1025d2"
"_mm256_madd_epi16","0.00266667","0.00266667","3200000","3200000","0","0","xavs2","_mm256_madd_epi16","avx2intrin.h","0x1099e9"
"_mm256_add_epi16","0.00266667","0.00266667","3200000","3200000","1","1","xavs2","_mm256_add_epi16","avx2intrin.h","0xedf41"
"_mm256_storeu_si256","0.00266667","0.00266667","54400000","54400000","","","xavs2","_mm256_storeu_si256","avxintrin.h","0x112c6a"
"_mm_unpackhi_epi16","0.00266667","0.00266667","1600000","1600000","0.625001","0.625001","xavs2","_mm_unpackhi_epi16","emmintrin.h","0x8c42a"
"_mm256_madd_epi16","0.00266667","0.00266667","9600000","9600000","1","1","xavs2","_mm256_madd_epi16","avx2intrin.h","0x1097e9"
"_mm256_maskstore_epi32","0.00266667","0.00266667","6400000","6400000","1","1","xavs2","_mm256_maskstore_epi32","avx2intrin.h","0xfaa4d"
"biari_encode_symbol_fastrdo","0.00266667","0.00266667","1600000","1600000","0.937501","0.468751","xavs2","biari_encode_symbol_fastrdo","aec_fastrdo.c","0x7a95b"
"_mm256_srai_epi16","0.00266667","0.00266667","16000000","16000000","0","0","xavs2","_mm256_srai_epi16","avx2intrin.h","0x112c61"
"_mm256_add_epi32","0.00266667","0.00266667","9600000","9600000","0.937501","0.937501","xavs2","_mm256_add_epi32","avx2intrin.h","0xfaffe"
"biari_encode_symbol_fastrdo","0.00266667","0.00266667","12800000","6400000","","","xavs2","biari_encode_symbol_fastrdo","aec_fastrdo.c","0x7a506"
"_mm256_madd_epi16","0.00266667","0.00266667","0","0","0.375001","0.375001","xavs2","_mm256_madd_epi16","avx2intrin.h","0xf9aff"
"_mm256_permute2x128_si256","0.00266667","0.00266667","3200000","3200000","0","0","xavs2","_mm256_permute2x128_si256","avx2intrin.h","0x10bbd2"
"_mm256_sub_epi16","0.00266667","0.00266667","9600000","9600000","1","1","xavs2","_mm256_sub_epi16","avx2intrin.h","0xf92ed"
"_mm256_unpackhi_epi32","0.00266667","0.00266667","8000000","8000000","","","xavs2","_mm256_unpackhi_epi32","avx2intrin.h","0x10c02f"
"_mm256_srai_epi32","0.00266667","0.00266667","44800000","44800000","0.625001","0.625001","xavs2","_mm256_srai_epi32","avx2intrin.h","0x10b24a"
"_mm256_add_epi32","0.00266667","0.00266667","52800000","52800000","0.937501","0.937501","xavs2","_mm256_add_epi32","avx2intrin.h","0xf9ef9"
"_mm256_srai_epi32","0.00266667","0.00266667","12800000","12800000","","","xavs2","_mm256_srai_epi32","avx2intrin.h","0xf9bfc"
"_mm256_add_epi32","0.00266667","0.00266667","8000000","8000000","1","1","xavs2","_mm256_add_epi32","avx2intrin.h","0xfa458"
"_mm256_packs_epi32","0.00266667","0.00266667","11200000","11200000","0.468751","0.468751","xavs2","_mm256_packs_epi32","avx2intrin.h","0x108a18"
"_mm256_hsub_epi16","0.00266667","0.00266667","9600000","9600000","1","1","xavs2","_mm256_hsub_epi16","avx2intrin.h","0xf8e92"
"_mm256_packs_epi32","0.00266667","0.00266667","16000000","16000000","0","0","xavs2","_mm256_packs_epi32","avx2intrin.h","0xf918e"
"_mm256_add_epi32","0.00266667","0.00266667","3200000","3200000","0.625001","0.625001","xavs2","_mm256_add_epi32","avx2intrin.h","0xf3350"
"_mm256_unpackhi_epi32","0.00266667","0.00266667","30400000","30400000","1","1","xavs2","_mm256_unpackhi_epi32","avx2intrin.h","0x10bd62"
"_mm256_loadu_si256","0.00266667","0.00266667","3200000","3200000","0","0","xavs2","_mm256_loadu_si256","avxintrin.h","0x119501"
"_mm256_hadd_epi32","0.00266667","0.00266667","32000000","32000000","0.937501","0.937501","xavs2","_mm256_hadd_epi32","avx2intrin.h","0xf9707"
"_mm256_unpackhi_epi32","0.00266667","0.00266667","8000000","8000000","0","0","xavs2","_mm256_unpackhi_epi32","avx2intrin.h","0x10b7eb"
"_mm256_unpackhi_epi16","0.00266667","0.00266667","35200000","35200000","1","1","xavs2","_mm256_unpackhi_epi16","avx2intrin.h","0xf3251"
"_mm256_add_epi32","0.00266667","0.00266667","11200000","11200000","0.750001","0.750001","xavs2","_mm256_add_epi32","avx2intrin.h","0xfab73"
"_mm_madd_epi16","0.00266667","0.00266667","1600000","1600000","0.625001","0.625001","xavs2","_mm_madd_epi16","emmintrin.h","0xce83a"
"memset","0.00266667","0.00266667","4800000","4800000","0.234375","0.234375","xavs2","memset","string_fortified.h","0x1e207"
"_mm256_madd_epi16","0.00266667","0.00266667","59200000","59200000","","","xavs2","_mm256_madd_epi16","avx2intrin.h","0xf37e7"
"_mm256_maskstore_epi32","0.00266667","0.00266667","14400000","14400000","1","1","xavs2","_mm256_maskstore_epi32","avx2intrin.h","0xfae22"
"__GI___underflow","0.00266667","0.00266667","11200000","11200000","1","1","libc-2.27.so","__GI___underflow","genops.c","0x8df00"
"_mm256_madd_epi16","0.00266667","0.00266667","33600000","33600000","1","1","xavs2","_mm256_madd_epi16","avx2intrin.h","0x10a355"
"_mm256_hadd_epi32","0.00266667","0.00266667","20800000","20800000","0","0","xavs2","_mm256_hadd_epi32","avx2intrin.h","0xf908f"
"_mm256_unpackhi_epi64","0.00266667","0.00266667","3200000","3200000","1","1","xavs2","_mm256_unpackhi_epi64","avx2intrin.h","0x10b840"
"_mm256_hadd_epi32","0.00266667","0.00266667","14400000","14400000","0.375001","0.375001","xavs2","_mm256_hadd_epi32","avx2intrin.h","0xfb0df"
"_mm_blendv_epi8","0.00266667","0.00266667","12800000","12800000","","","xavs2","_mm_blendv_epi8","smmintrin.h","0x3f8a1"
"_mm256_permute2f128_si256","0.00266667","0.00266667","43200000","43200000","1","1","xavs2","_mm256_permute2f128_si256","avxintrin.h","0xf93fb"
"_mm256_permute2x128_si256","0.00266667","0.00266667","14400000","14400000","0","0","xavs2","_mm256_permute2x128_si256","avx2intrin.h","0x10b952"
"_mm256_add_epi32","0.00266667","0.00266667","6400000","6400000","","","xavs2","_mm256_add_epi32","avx2intrin.h","0xfabfb"
"_mm256_slli_epi16","0.00266667","0.00266667","1600000","1600000","1","1","xavs2","_mm256_slli_epi16","avx2intrin.h","0xefc85"
"_mm256_madd_epi16","0.00266667","0.00266667","1600000","1600000","1","1","xavs2","_mm256_madd_epi16","avx2intrin.h","0x10a348"
"_mm256_loadu_si256","0.00266667","0.00266667","1600000","1600000","0.625001","0.625001","xavs2","_mm256_loadu_si256","avxintrin.h","0x1183fa"
"_mm256_maskstore_epi32","0.00266667","0.00266667","20800000","20800000","1","1","xavs2","_mm256_maskstore_epi32","avx2intrin.h","0xfa52b"
"_mm256_madd_epi16","0.00266667","0.00266667","8000000","8000000","0.3125","0.3125","xavs2","_mm256_madd_epi16","avx2intrin.h","0x109c09"
"_mm256_unpacklo_epi64","0.00266667","0.00266667","22400000","22400000","1","1","xavs2","_mm256_unpacklo_epi64","avx2intrin.h","0x107d8c"
"bitstt_put_one_bit_and_remainder","0.00266667","0.00266667","6400000","3200000","","","xavs2","bitstt_put_one_bit_and_remainder","aec.c","0x5e035"
"_mm256_unpacklo_epi32","0.00266667","0.00266667","12800000","12800000","0","0","xavs2","_mm256_unpacklo_epi32","avx2intrin.h","0x10c026"
"_mm256_permute2x128_si256","0.00266667","0.00266667","32000000","32000000","0","0","xavs2","_mm256_permute2x128_si256","avx2intrin.h","0x108c7e"
"_mm256_madd_epi16","0.00266667","0.00266667","19200000","19200000","0.416667","0.416667","xavs2","_mm256_madd_epi16","avx2intrin.h","0x109b71"
"_mm256_mullo_epi32","0.00266667","0.00266667","8000000","8000000","0","0","xavs2","_mm256_mullo_epi32","avx2intrin.h","0xfa64e"
"_mm_unpackhi_epi16","0.00266667","0.00266667","12800000","12800000","0","0","xavs2","_mm_unpackhi_epi16","emmintrin.h","0x8c31d"
"_mm256_permute4x64_epi64","0.00266667","0.00266667","8000000","8000000","0.3125","0.3125","xavs2","_mm256_permute4x64_epi64","avx2intrin.h","0xf8777"
"arienco_bits_written","0.00266667","0.00266667","4800000","4800000","0.468751","0.468751","xavs2","arienco_bits_written","aec.h","0x5de03"
"biari_encode_symbol_fastrdo","0.00266667","0.00266667","11200000","11200000","0.625001","0.625001","xavs2","biari_encode_symbol_fastrdo","aec_fastrdo.c","0x75bc3"
"_mm256_sub_epi16","0.00266667","0.00266667","9600000","9600000","1","1","xavs2","_mm256_sub_epi16","avx2intrin.h","0xf2c5c"
"_mm_slli_epi16","0.00266667","0.00266667","3200000","3200000","","","xavs2","_mm_slli_epi16","emmintrin.h","0x3fa18"
"_mm256_unpacklo_epi16","0.00266667","0.00266667","36800000","36800000","1","1","xavs2","_mm256_unpacklo_epi16","avx2intrin.h","0x108a77"
"_mm256_permute2x128_si256","0.00266667","0.00266667","12800000","12800000","0","0","xavs2","_mm256_permute2x128_si256","avx2intrin.h","0x10b934"
"_mm_maddubs_epi16","0.00266667","0.00266667","11200000","11200000","1","1","xavs2","_mm_maddubs_epi16","tmmintrin.h","0x8b9d5"
"_mm256_lddqu_si256","0.00266667","0.00266667","14400000","14400000","0.937501","0.937501","xavs2","_mm256_lddqu_si256","avxintrin.h","0x109055"
"_mm256_storeu_si256","0.00266667","0.00266667","11200000","11200000","0","0","xavs2","_mm256_storeu_si256","avxintrin.h","0x107819"
"_mm256_blend_epi32","0.00266667","0.00266667","4800000","4800000","0","0","xavs2","_mm256_blend_epi32","avx2intrin.h","0xf8ff8"
"_mm256_madd_epi16","0.00266667","0.00266667","6400000","6400000","1","1","xavs2","_mm256_madd_epi16","avx2intrin.h","0x1097f9"
"_mm256_hadd_epi32","0.00266667","0.00266667","38400000","38400000","0.468751","0.468751","xavs2","_mm256_hadd_epi32","avx2intrin.h","0xf957d"
"_mm256_unpackhi_epi64","0.00266667","0.00266667","8000000","8000000","0.535715","0.535715","xavs2","_mm256_unpackhi_epi64","avx2intrin.h","0x10bae9"
"_mm256_storeu_si256","0.00266667","0.00266667","1600000","1600000","0.750001","0.750001","xavs2","_mm256_storeu_si256","avxintrin.h","0x107834"
"_mm256_unpackhi_epi16","0.00266667","0.00266667","20800000","20800000","1","1","xavs2","_mm256_unpackhi_epi16","avx2intrin.h","0xf3269"
"_mm256_hadd_epi32","0.00266667","0.00266667","3200000","3200000","","","xavs2","_mm256_hadd_epi32","avx2intrin.h","0xfa800"
"_mm256_add_epi32","0.00266667","0.00266667","25600000","25600000","0","0","xavs2","_mm256_add_epi32","avx2intrin.h","0xf9efe"
"_mm256_lddqu_si256","0.00266667","0.00266667","12800000","12800000","0.937501","0.937501","xavs2","_mm256_lddqu_si256","avxintrin.h","0x108f56"
"_mm256_sub_epi32","0.00266667","0.00266667","25600000","25600000","0","0","xavs2","_mm256_sub_epi32","avx2intrin.h","0x10b24f"
"_mm_set_epi16","0.00266667","0.00266667","19200000","19200000","1","1","xavs2","_mm_set_epi16","emmintrin.h","0x3f99a"
"_mm256_max_epi16","0.00266667","0.00266667","4800000","4800000","0.625001","0.625001","xavs2","_mm256_max_epi16","avx2intrin.h","0x10c2c4"
"biari_encode_symbol_fastrdo","0.00266667","0.00266667","16000000","16000000","","","xavs2","biari_encode_symbol_fastrdo","aec_fastrdo.c","0x76213"
"_mm256_maskstore_epi64","0.00266667","0.00266667","4800000","4800000","0","0","xavs2","_mm256_maskstore_epi64","avx2intrin.h","0x11c935"
"_mm_set_epi64x","0.00266667","0.00266667","8000000","8000000","1","1","xavs2","_mm_set_epi64x","emmintrin.h","0xce8fd"
